HBL Bank - Account Statement
Account Number: PK36HABB0000123456789012
Statement Period: 01-Jan-2021 to 31-Dec-2025

Txn Date,Value Date,Description,Debit,Credit,Balance
13/02/2025,13/02/2025,POS PURCHASE 6545 AL-FATAH STORE LHR,"5,422.00",,
13/02/2025,13/02/2025,POS PURCHASE 7581 AL-FATAH STORE LHR,"4,598.00",,
13/02/2025,13/02/2025,POS PURCHASE 6604 IMTIAZ SUPER MARKET LHR,"4,033.00",,
13-Feb-2025,13-Feb-2025,CAREEM RIDE PK 99261,"347.00",,
14/02/2025,14/02/2025,POS PURCHASE 9006 METRO CASH CARRY LHR,"1,673.00",,
14/02/2025,14/02/2025,CAREEM RIDE PK 57590,"530.00",,
15/02/2025,15/02/2025,SSGC GAS BILL 1LINK,"2,537.00",,
15-Feb-2025,15-Feb-2025,POS PURCHASE 7671 HYPERSTAR LHR,"2,013.00",,
15/02/2025,15/02/2025,PSO FILLING STATION LHR 4981,"5,503.00",,
15/02/2025,15/02/2025,CAREEM RIDE PK 67438,"761.00",,
16/02/2025,16/02/2025,POS PURCHASE 8151 METRO CASH CARRY LHR,"8,822.00",,
16-Feb-2025,16-Feb-2025,PIZZA HUT DHA LHR 206136,"1,119.00",,
16/02/2025,16/02/2025,CHEEZIOUS PK 693273,"3,200.00",,
16/02/2025,16/02/2025,FOODPANDA PK LAHORE 188622,"3,180.00",,
16/02/2025,16/02/2025,CAREEM RIDE PK 18080,"255.00",,
16-Feb-2025,16-Feb-2025,CAREEM RIDE PK 53817,"482.00",,
17/02/2025,17/02/2025,FOODPANDA PK LAHORE 902466,"563.00",,
17/02/2025,17/02/2025,FOODPANDA PK LAHORE 827410,"1,033.00",,
17/02/2025,17/02/2025,KFC GULBERG LHR 886809,"2,900.00",,
17-Feb-2025,17-Feb-2025,CAREEM RIDE PK 51459,"660.00",,
18/02/2025,18/02/2025,PTCL BILL 1LINK 0042,"3,100.00",,
18/02/2025,18/02/2025,KFC GULBERG LHR 565616,"1,840.00",,
18/02/2025,18/02/2025,PSO FILLING STATION LHR 2933,"7,241.00",,
18-Feb-2025,18-Feb-2025,CAREEM RIDE PK 42476,"293.00",,
19/02/2025,19/02/2025,POS PURCHASE 2210 AL-FATAH STORE LHR,"7,300.00",,
19/02/2025,19/02/2025,POS PURCHASE 7499 IMTIAZ SUPER MARKET LHR,"3,486.00",,
19/02/2025,19/02/2025,POS PURCHASE 2317 HYPERSTAR LHR,"7,587.00",,
19-Feb-2025,19-Feb-2025,FOODPANDA PK LAHORE 795380,"2,810.00",,
19/02/2025,19/02/2025,KFC GULBERG LHR 669302,"1,140.00",,
19/02/2025,19/02/2025,CAREEM RIDE PK 21845,"320.00",,
20/02/2025,20/02/2025,POS PURCHASE 6343 METRO CASH CARRY LHR,"4,102.00",,
20-Feb-2025,20-Feb-2025,POS PURCHASE 1511 IMTIAZ SUPER MARKET LHR,"7,777.00",,
20/02/2025,20/02/2025,CAREEM RIDE PK 90887,"260.00",,
20/02/2025,20/02/2025,ATM WITHDRAWAL 4665 GULBERG LHR,"15,731.00",,
21/02/2025,21/02/2025,POS PURCHASE 9274 AL-FATAH STORE LHR,"2,064.00",,
21-Feb-2025,21-Feb-2025,PSO FILLING STATION LHR 4588,"6,394.00",,
22/02/2025,22/02/2025,POS PURCHASE 7618 IMTIAZ SUPER MARKET LHR,"2,126.00",,
22/02/2025,22/02/2025,CHEEZIOUS PK 584211,"2,073.00",,
23/02/2025,23/02/2025,POS PURCHASE 8955 HYPERSTAR LHR,"3,986.00",,
23-Feb-2025,23-Feb-2025,POS PURCHASE 4058 HYPERSTAR LHR,"7,922.00",,
23/02/2025,23/02/2025,CAREEM RIDE PK 66235,"572.00",,
23/02/2025,23/02/2025,CAREEM RIDE PK 13086,"752.00",,
24/02/2025,24/02/2025,POS PURCHASE 5561 IMTIAZ SUPER MARKET LHR,"6,067.00",,
24-Feb-2025,24-Feb-2025,POS PURCHASE 9134 IMTIAZ SUPER MARKET LHR,"3,666.00",,
25/02/2025,25/02/2025,POS PURCHASE 7385 METRO CASH CARRY LHR,"3,856.00",,
25/02/2025,25/02/2025,SHELL FUEL DHA LHR 2733,"5,784.00",,
26/02/2025,26/02/2025,POS PURCHASE 4723 HYPERSTAR LHR,"6,818.00",,
26-Feb-2025,26-Feb-2025,KFC GULBERG LHR 542592,"1,488.00",,
26/02/2025,26/02/2025,FOODPANDA PK LAHORE 922791,"2,333.00",,
26/02/2025,26/02/2025,KFC GULBERG LHR 588899,"521.00",,
26/02/2025,26/02/2025,SHELL FUEL DHA LHR 3098,"4,755.00",,
26-Feb-2025,26-Feb-2025,CAREEM RIDE PK 13615,"641.00",,
27/02/2025,27/02/2025,POS PURCHASE 4587 IMTIAZ SUPER MARKET LHR,"5,111.00",,
27/02/2025,27/02/2025,PIZZA HUT DHA LHR 318408,"2,380.00",,
28/02/2025,28/02/2025,POS PURCHASE 7786 METRO CASH CARRY LHR,"4,797.00",,
28-Feb-2025,28-Feb-2025,POS PURCHASE 9344 AL-FATAH STORE LHR,"8,998.00",,
28/02/2025,28/02/2025,PIZZA HUT DHA LHR 645017,"1,160.00",,
28/02/2025,28/02/2025,CHEEZIOUS PK 488686,"2,735.00",,
01/03/2025,01/03/2025,SALARY CREDIT ACME TECH PVT LTD,,"260,000.00",
01-Mar-2025,01-Mar-2025,POS PURCHASE 5004 METRO CASH CARRY LHR,"4,668.00",,
01/03/2025,01/03/2025,POS PURCHASE 6376 AL-FATAH STORE LHR,"5,127.00",,
02/03/2025,02/03/2025,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/03/2025,02/03/2025,POS PURCHASE 1993 AL-FATAH STORE LHR,"7,672.00",,
02-Mar-2025,02-Mar-2025,POS PURCHASE 3285 IMTIAZ SUPER MARKET LHR,"8,733.00",,
02/03/2025,02/03/2025,KFC GULBERG LHR 987202,"3,020.00",,
02/03/2025,02/03/2025,FOODPANDA PK LAHORE 839696,"1,394.00",,
02/03/2025,02/03/2025,CHEEZIOUS PK 502788,"2,757.00",,
03-Mar-2025,03-Mar-2025,PIZZA HUT DHA LHR 570590,"2,373.00",,
03/03/2025,03/03/2025,KFC GULBERG LHR 331469,"2,350.00",,
03/03/2025,03/03/2025,CAREEM RIDE PK 31163,"564.00",,
04/03/2025,04/03/2025,FOODPANDA PK LAHORE 491585,"3,091.00",,
04-Mar-2025,04-Mar-2025,CAREEM RIDE PK 95496,"947.00",,
05/03/2025,05/03/2025,NETFLIX.COM 8829,"1,499.00",,
05/03/2025,05/03/2025,KFC GULBERG LHR 139326,"1,745.00",,
05/03/2025,05/03/2025,FOODPANDA PK LAHORE 265645,"1,509.00",,
05-Mar-2025,05-Mar-2025,PSO FILLING STATION LHR 5222,"5,477.00",,
06/03/2025,06/03/2025,POS PURCHASE 6915 IMTIAZ SUPER MARKET LHR,"5,270.00",,
06/03/2025,06/03/2025,SHELL FUEL DHA LHR 7050,"5,267.00",,
07/03/2025,07/03/2025,K-ELECTRIC BILL PAYMENT 1LINK,"8,568.00",,
07-Mar-2025,07-Mar-2025,FOODPANDA PK LAHORE 238185,"3,140.00",,
07/03/2025,07/03/2025,KFC GULBERG LHR 704698,"3,091.00",,
07/03/2025,07/03/2025,FOODPANDA PK LAHORE 626156,"1,881.00",,
07/03/2025,07/03/2025,CHEEZIOUS PK 422281,"739.00",,
07-Mar-2025,07-Mar-2025,CHEEZIOUS PK 844580,"753.00",,
08/03/2025,08/03/2025,DARAZ.PK ORDER 305410,"7,058.00",,
09/03/2025,09/03/2025,POS PURCHASE 4229 HYPERSTAR LHR,"4,380.00",,
09/03/2025,09/03/2025,POS PURCHASE 4499 METRO CASH CARRY LHR,"8,578.00",,
09-Mar-2025,09-Mar-2025,POS PURCHASE 1016 METRO CASH CARRY LHR,"3,416.00",,
09/03/2025,09/03/2025,PIZZA HUT DHA LHR 852381,"2,862.00",,
09/03/2025,09/03/2025,CHEEZIOUS PK 900457,"805.00",,
09/03/2025,09/03/2025,PSO FILLING STATION LHR 8061,"8,419.00",,
10-Mar-2025,10-Mar-2025,SPOTIFY P1234567,"349.00",,
10/03/2025,10/03/2025,CHEEZIOUS PK 446984,"2,235.00",,
11/03/2025,11/03/2025,FOODPANDA PK LAHORE 366228,"1,001.00",,
11/03/2025,11/03/2025,TOTAL PARCO LHR 7399,"6,675.00",,
11-Mar-2025,11-Mar-2025,CAREEM RIDE PK 33452,"331.00",,
12/03/2025,12/03/2025,JAZZ PREPAID LOAD *345,"1,000.00",,
12/03/2025,12/03/2025,POS PURCHASE 4021 METRO CASH CARRY LHR,"3,420.00",,
12/03/2025,12/03/2025,KFC GULBERG LHR 784352,"534.00",,
12-Mar-2025,12-Mar-2025,PIZZA HUT DHA LHR 548402,"2,152.00",,
12/03/2025,12/03/2025,TOTAL PARCO LHR 6101,"4,304.00",,
13/03/2025,13/03/2025,POS PURCHASE 3320 AL-FATAH STORE LHR,"8,262.00",,
13/03/2025,13/03/2025,POS PURCHASE 1584 METRO CASH CARRY LHR,"6,118.00",,
13-Mar-2025,13-Mar-2025,POS PURCHASE 6426 HYPERSTAR LHR,"6,747.00",,
13/03/2025,13/03/2025,POS PURCHASE 3262 AL-FATAH STORE LHR,"5,667.00",,
13/03/2025,13/03/2025,FOODPANDA PK LAHORE 832749,"3,133.00",,
13/03/2025,13/03/2025,CHEEZIOUS PK 357767,"1,727.00",,
14-Mar-2025,14-Mar-2025,POS PURCHASE 3487 HYPERSTAR LHR,"8,579.00",,
14/03/2025,14/03/2025,PSO FILLING STATION LHR 9113,"5,195.00",,
15/03/2025,15/03/2025,SSGC GAS BILL 1LINK,"3,163.00",,
15/03/2025,15/03/2025,FOODPANDA PK LAHORE 368876,"2,906.00",,
15-Mar-2025,15-Mar-2025,PSO FILLING STATION LHR 4292,"5,130.00",,
15/03/2025,15/03/2025,CAREEM RIDE PK 48893,"482.00",,
15/03/2025,15/03/2025,DARAZ.PK ORDER 381170,"8,445.00",,
15/03/2025,15/03/2025,DARAZ.PK ORDER 615439,"5,489.00",,
16-Mar-2025,16-Mar-2025,POS PURCHASE 2088 IMTIAZ SUPER MARKET LHR,"6,115.00",,
16/03/2025,16/03/2025,CAREEM RIDE PK 99400,"701.00",,
16/03/2025,16/03/2025,CAREEM RIDE PK 28462,"423.00",,
16/03/2025,16/03/2025,CAREEM RIDE PK 16617,"386.00",,
17-Mar-2025,17-Mar-2025,POS PURCHASE 8690 METRO CASH CARRY LHR,"8,221.00",,
17/03/2025,17/03/2025,FOODPANDA PK LAHORE 251311,"2,977.00",,
17/03/2025,17/03/2025,CAREEM RIDE PK 32068,"692.00",,
18/03/2025,18/03/2025,PTCL BILL 1LINK 0042,"3,100.00",,
18-Mar-2025,18-Mar-2025,CHEEZIOUS PK 388171,"2,690.00",,
18/03/2025,18/03/2025,CAREEM RIDE PK 10566,"325.00",,
19/03/2025,19/03/2025,POS PURCHASE 8088 AL-FATAH STORE LHR,"5,551.00",,
19/03/2025,19/03/2025,KFC GULBERG LHR 904133,"2,423.00",,
19-Mar-2025,19-Mar-2025,CAREEM RIDE PK 26883,"519.00",,
19/03/2025,19/03/2025,CAREEM RIDE PK 94671,"309.00",,
20/03/2025,20/03/2025,POS PURCHASE 1184 IMTIAZ SUPER MARKET LHR,"8,024.00",,
20/03/2025,20/03/2025,POS PURCHASE 7964 HYPERSTAR LHR,"4,458.00",,
20-Mar-2025,20-Mar-2025,PSO FILLING STATION LHR 8783,"6,626.00",,
21/03/2025,21/03/2025,POS PURCHASE 5713 IMTIAZ SUPER MARKET LHR,"3,118.00",,
21/03/2025,21/03/2025,POS PURCHASE 2493 AL-FATAH STORE LHR,"4,885.00",,
21/03/2025,21/03/2025,PIZZA HUT DHA LHR 537410,"690.00",,
21-Mar-2025,21-Mar-2025,KFC GULBERG LHR 357329,"893.00",,
22/03/2025,22/03/2025,PIZZA HUT DHA LHR 878595,"2,532.00",,
22/03/2025,22/03/2025,FOODPANDA PK LAHORE 178665,"1,543.00",,
22/03/2025,22/03/2025,CAREEM RIDE PK 60677,"774.00",,
23-Mar-2025,23-Mar-2025,CAREEM RIDE PK 20219,"935.00",,
23/03/2025,23/03/2025,CAREEM RIDE PK 82506,"351.00",,
23/03/2025,23/03/2025,CAREEM RIDE PK 62430,"573.00",,
24/03/2025,24/03/2025,POS PURCHASE 7617 IMTIAZ SUPER MARKET LHR,"6,064.00",,
25-Mar-2025,25-Mar-2025,POS PURCHASE 8069 HYPERSTAR LHR,"7,894.00",,
25/03/2025,25/03/2025,POS PURCHASE 3390 HYPERSTAR LHR,"3,762.00",,
25/03/2025,25/03/2025,POS PURCHASE 2023 METRO CASH CARRY LHR,"5,876.00",,
25/03/2025,25/03/2025,POS PURCHASE 6755 IMTIAZ SUPER MARKET LHR,"5,576.00",,
25-Mar-2025,25-Mar-2025,KFC GULBERG LHR 337815,"1,895.00",,
25/03/2025,25/03/2025,CAREEM RIDE PK 10624,"844.00",,
26/03/2025,26/03/2025,POS PURCHASE 7196 METRO CASH CARRY LHR,"2,727.00",,
26/03/2025,26/03/2025,POS PURCHASE 1422 IMTIAZ SUPER MARKET LHR,"7,309.00",,
26-Mar-2025,26-Mar-2025,PSO FILLING STATION LHR 3133,"7,230.00",,
26/03/2025,26/03/2025,CAREEM RIDE PK 26028,"548.00",,
26/03/2025,26/03/2025,CAREEM RIDE PK 39008,"359.00",,
27/03/2025,27/03/2025,POS PURCHASE 3895 IMTIAZ SUPER MARKET LHR,"2,834.00",,
27-Mar-2025,27-Mar-2025,FOODPANDA PK LAHORE 563936,"980.00",,
27/03/2025,27/03/2025,FOODPANDA PK LAHORE 227128,"889.00",,
28/03/2025,28/03/2025,CHEEZIOUS PK 945738,"2,566.00",,
28/03/2025,28/03/2025,CAREEM RIDE PK 23207,"408.00",,
29-Mar-2025,29-Mar-2025,POS PURCHASE 6100 METRO CASH CARRY LHR,"2,310.00",,
29/03/2025,29/03/2025,POS PURCHASE 3679 AL-FATAH STORE LHR,"1,710.00",,
29/03/2025,29/03/2025,PIZZA HUT DHA LHR 452822,"2,411.00",,
29/03/2025,29/03/2025,PIZZA HUT DHA LHR 309005,"2,634.00",,
29-Mar-2025,29-Mar-2025,DARAZ.PK ORDER 572331,"8,212.00",,
30/03/2025,30/03/2025,POS PURCHASE 8782 IMTIAZ SUPER MARKET LHR,"3,550.00",,
30/03/2025,30/03/2025,CHEEZIOUS PK 871974,"1,038.00",,
30/03/2025,30/03/2025,CAREEM RIDE PK 73233,"771.00",,
30-Mar-2025,30-Mar-2025,ATM WITHDRAWAL 6643 GULBERG LHR,"19,263.00",,
31/03/2025,31/03/2025,FOODPANDA PK LAHORE 784555,"3,041.00",,
31/03/2025,31/03/2025,FOODPANDA PK LAHORE 399467,"2,086.00",,
31/03/2025,31/03/2025,CHEEZIOUS PK 422756,"2,433.00",,
31-Mar-2025,31-Mar-2025,PSO FILLING STATION LHR 1140,"4,515.00",,
31/03/2025,31/03/2025,CAREEM RIDE PK 65531,"717.00",,
31/03/2025,31/03/2025,CAREEM RIDE PK 34941,"566.00",,
01/04/2025,01/04/2025,SALARY CREDIT ACME TECH PVT LTD,,"260,000.00",
02-Apr-2025,02-Apr-2025,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/04/2025,02/04/2025,POS PURCHASE 5792 AL-FATAH STORE LHR,"8,723.00",,
02/04/2025,02/04/2025,PIZZA HUT DHA LHR 904736,"2,610.00",,
02/04/2025,02/04/2025,PSO FILLING STATION LHR 4222,"6,254.00",,
02-Apr-2025,02-Apr-2025,DARAZ.PK ORDER 717577,"4,056.00",,
03/04/2025,03/04/2025,POS PURCHASE 3249 METRO CASH CARRY LHR,"8,267.00",,
03/04/2025,03/04/2025,POS PURCHASE 6842 IMTIAZ SUPER MARKET LHR,"8,510.00",,
03/04/2025,03/04/2025,KFC GULBERG LHR 585071,"3,171.00",,
03-Apr-2025,03-Apr-2025,KFC GULBERG LHR 242137,"2,006.00",,
03/04/2025,03/04/2025,DARAZ.PK ORDER 485400,"6,524.00",,
04/04/2025,04/04/2025,POS PURCHASE 7271 IMTIAZ SUPER MARKET LHR,"8,611.00",,
04/04/2025,04/04/2025,POS PURCHASE 5003 AL-FATAH STORE LHR,"5,330.00",,
04-Apr-2025,04-Apr-2025,ATM WITHDRAWAL 3403 GULBERG LHR,"11,993.00",,
05/04/2025,05/04/2025,NETFLIX.COM 8829,"1,499.00",,
05/04/2025,05/04/2025,FOODPANDA PK LAHORE 153323,"995.00",,
05/04/2025,05/04/2025,FOODPANDA PK LAHORE 964246,"2,857.00",,
05-Apr-2025,05-Apr-2025,CAREEM RIDE PK 73088,"817.00",,
05/04/2025,05/04/2025,CAREEM RIDE PK 21423,"861.00",,
06/04/2025,06/04/2025,POS PURCHASE 9302 HYPERSTAR LHR,"4,965.00",,
06/04/2025,06/04/2025,POS PURCHASE 8277 METRO CASH CARRY LHR,"4,062.00",,
06-Apr-2025,06-Apr-2025,POS PURCHASE 2228 IMTIAZ SUPER MARKET LHR,"8,888.00",,
06/04/2025,06/04/2025,KFC GULBERG LHR 467886,"1,591.00",,
06/04/2025,06/04/2025,CHEEZIOUS PK 279369,"2,296.00",,
06/04/2025,06/04/2025,CAREEM RIDE PK 53280,"933.00",,
06-Apr-2025,06-Apr-2025,CAREEM RIDE PK 11095,"665.00",,
06/04/2025,06/04/2025,CAREEM RIDE PK 11530,"277.00",,
07/04/2025,07/04/2025,K-ELECTRIC BILL PAYMENT 1LINK,"11,086.00",,
07/04/2025,07/04/2025,POS PURCHASE 3343 AL-FATAH STORE LHR,"3,270.00",,
07-Apr-2025,07-Apr-2025,POS PURCHASE 9590 AL-FATAH STORE LHR,"3,350.00",,
07/04/2025,07/04/2025,CHEEZIOUS PK 684100,"1,126.00",,
07/04/2025,07/04/2025,FOODPANDA PK LAHORE 455110,"1,301.00",,
07/04/2025,07/04/2025,FOODPANDA PK LAHORE 944693,"1,333.00",,
07-Apr-2025,07-Apr-2025,PSO FILLING STATION LHR 1960,"7,182.00",,
07/04/2025,07/04/2025,CAREEM RIDE PK 77188,"358.00",,
07/04/2025,07/04/2025,CAREEM RIDE PK 19666,"491.00",,
08/04/2025,08/04/2025,CHEEZIOUS PK 680963,"2,091.00",,
08-Apr-2025,08-Apr-2025,CAREEM RIDE PK 65083,"756.00",,
09/04/2025,09/04/2025,POS PURCHASE 4405 METRO CASH CARRY LHR,"1,894.00",,
09/04/2025,09/04/2025,KFC GULBERG LHR 256938,"2,896.00",,
09/04/2025,09/04/2025,FOODPANDA PK LAHORE 262107,"904.00",,
09-Apr-2025,09-Apr-2025,PSO FILLING STATION LHR 9072,"5,234.00",,
10/04/2025,10/04/2025,SPOTIFY P1234567,"349.00",,
11/04/2025,11/04/2025,CHEEZIOUS PK 560718,"1,012.00",,
11/04/2025,11/04/2025,CAREEM RIDE PK 92486,"763.00",,
11-Apr-2025,11-Apr-2025,CAREEM RIDE PK 24424,"388.00",,
11/04/2025,11/04/2025,CAREEM RIDE PK 32792,"546.00",,
12/04/2025,12/04/2025,JAZZ PREPAID LOAD *345,"1,000.00",,
12/04/2025,12/04/2025,POS PURCHASE 7514 IMTIAZ SUPER MARKET LHR,"5,716.00",,
12-Apr-2025,12-Apr-2025,POS PURCHASE 1149 IMTIAZ SUPER MARKET LHR,"5,421.00",,
12/04/2025,12/04/2025,SHELL FUEL DHA LHR 5840,"6,785.00",,
12/04/2025,12/04/2025,DARAZ.PK ORDER 294524,"2,560.00",,
13/04/2025,13/04/2025,POS PURCHASE 7932 METRO CASH CARRY LHR,"7,093.00",,
13-Apr-2025,13-Apr-2025,FOODPANDA PK LAHORE 102344,"1,293.00",,
13/04/2025,13/04/2025,PIZZA HUT DHA LHR 583336,"1,525.00",,
13/04/2025,13/04/2025,KFC GULBERG LHR 606254,"1,348.00",,
13/04/2025,13/04/2025,CAREEM RIDE PK 45818,"372.00",,
14-Apr-2025,14-Apr-2025,POS PURCHASE 1346 AL-FATAH STORE LHR,"3,950.00",,
14/04/2025,14/04/2025,CAREEM RIDE PK 48626,"463.00",,
14/04/2025,14/04/2025,CAREEM RIDE PK 61818,"719.00",,
15/04/2025,15/04/2025,SSGC GAS BILL 1LINK,"3,283.00",,
15-Apr-2025,15-Apr-2025,CHEEZIOUS PK 930175,"3,182.00",,
16/04/2025,16/04/2025,POS PURCHASE 5326 IMTIAZ SUPER MARKET LHR,"6,392.00",,
16/04/2025,16/04/2025,POS PURCHASE 5177 METRO CASH CARRY LHR,"6,000.00",,
16/04/2025,16/04/2025,POS PURCHASE 5854 AL-FATAH STORE LHR,"5,164.00",,
16-Apr-2025,16-Apr-2025,FOODPANDA PK LAHORE 371994,"1,490.00",,
17/04/2025,17/04/2025,POS PURCHASE 3307 AL-FATAH STORE LHR,"7,256.00",,
17/04/2025,17/04/2025,FOODPANDA PK LAHORE 153194,"1,754.00",,
18/04/2025,18/04/2025,PTCL BILL 1LINK 0042,"3,100.00",,
18-Apr-2025,18-Apr-2025,POS PURCHASE 5927 METRO CASH CARRY LHR,"7,346.00",,
18/04/2025,18/04/2025,CHEEZIOUS PK 673449,"859.00",,
18/04/2025,18/04/2025,CAREEM RIDE PK 41360,"707.00",,
19/04/2025,19/04/2025,POS PURCHASE 1425 HYPERSTAR LHR,"6,360.00",,
19-Apr-2025,19-Apr-2025,POS PURCHASE 8837 HYPERSTAR LHR,"6,990.00",,
19/04/2025,19/04/2025,KFC GULBERG LHR 323434,"1,103.00",,
19/04/2025,19/04/2025,CHEEZIOUS PK 747296,"2,957.00",,
19/04/2025,19/04/2025,CAREEM RIDE PK 91758,"563.00",,
19-Apr-2025,19-Apr-2025,CAREEM RIDE PK 61842,"524.00",,
19/04/2025,19/04/2025,DARAZ.PK ORDER 742970,"5,612.00",,
20/04/2025,20/04/2025,POS PURCHASE 6945 IMTIAZ SUPER MARKET LHR,"6,504.00",,
20/04/2025,20/04/2025,CHEEZIOUS PK 728998,"990.00",,
20-Apr-2025,20-Apr-2025,PSO FILLING STATION LHR 3368,"8,417.00",,
20/04/2025,20/04/2025,CAREEM RIDE PK 99418,"828.00",,
21/04/2025,21/04/2025,CAREEM RIDE PK 11871,"841.00",,
22/04/2025,22/04/2025,POS PURCHASE 4796 AL-FATAH STORE LHR,"7,381.00",,
22-Apr-2025,22-Apr-2025,FOODPANDA PK LAHORE 776409,"2,330.00",,
22/04/2025,22/04/2025,FOODPANDA PK LAHORE 696544,"1,678.00",,
22/04/2025,22/04/2025,CHEEZIOUS PK 394394,"2,271.00",,
22/04/2025,22/04/2025,CAREEM RIDE PK 17976,"434.00",,
22-Apr-2025,22-Apr-2025,CAREEM RIDE PK 57190,"654.00",,
22/04/2025,22/04/2025,DARAZ.PK ORDER 300791,"1,952.00",,
23/04/2025,23/04/2025,POS PURCHASE 9293 IMTIAZ SUPER MARKET LHR,"6,991.00",,
23/04/2025,23/04/2025,CAREEM RIDE PK 14347,"921.00",,
23-Apr-2025,23-Apr-2025,CAREEM RIDE PK 84563,"596.00",,
23/04/2025,23/04/2025,CAREEM RIDE PK 11600,"308.00",,
23/04/2025,23/04/2025,DARAZ.PK ORDER 176636,"6,581.00",,
24/04/2025,24/04/2025,POS PURCHASE 9148 IMTIAZ SUPER MARKET LHR,"4,870.00",,
24-Apr-2025,24-Apr-2025,TOTAL PARCO LHR 8390,"6,301.00",,
24/04/2025,24/04/2025,CAREEM RIDE PK 82697,"636.00",,
24/04/2025,24/04/2025,DARAZ.PK ORDER 957371,"5,993.00",,
25/04/2025,25/04/2025,POS PURCHASE 2644 HYPERSTAR LHR,"3,971.00",,
25-Apr-2025,25-Apr-2025,CHEEZIOUS PK 986248,"1,728.00",,
25/04/2025,25/04/2025,SHELL FUEL DHA LHR 4003,"4,198.00",,
25/04/2025,25/04/2025,CAREEM RIDE PK 97089,"586.00",,
26/04/2025,26/04/2025,POS PURCHASE 1272 AL-FATAH STORE LHR,"4,583.00",,
26-Apr-2025,26-Apr-2025,POS PURCHASE 7218 HYPERSTAR LHR,"3,318.00",,
26/04/2025,26/04/2025,KFC GULBERG LHR 332343,"2,190.00",,
27/04/2025,27/04/2025,POS PURCHASE 5946 METRO CASH CARRY LHR,"4,945.00",,
27/04/2025,27/04/2025,PIZZA HUT DHA LHR 617858,"815.00",,
27-Apr-2025,27-Apr-2025,CAREEM RIDE PK 54356,"302.00",,
27/04/2025,27/04/2025,CAREEM RIDE PK 73995,"690.00",,
28/04/2025,28/04/2025,POS PURCHASE 3361 AL-FATAH STORE LHR,"1,715.00",,
28/04/2025,28/04/2025,CHEEZIOUS PK 376055,"3,184.00",,
28-Apr-2025,28-Apr-2025,CHEEZIOUS PK 647741,"1,282.00",,
29/04/2025,29/04/2025,KFC GULBERG LHR 465387,"1,503.00",,
29/04/2025,29/04/2025,KFC GULBERG LHR 699493,"1,128.00",,
29/04/2025,29/04/2025,CAREEM RIDE PK 91502,"641.00",,
30-Apr-2025,30-Apr-2025,POS PURCHASE 1059 HYPERSTAR LHR,"6,061.00",,
30/04/2025,30/04/2025,CHEEZIOUS PK 274903,"2,814.00",,
30/04/2025,30/04/2025,PIZZA HUT DHA LHR 166327,"1,548.00",,
30/04/2025,30/04/2025,CAREEM RIDE PK 20681,"785.00",,
01-May-2025,01-May-2025,SALARY CREDIT ACME TECH PVT LTD,,"260,000.00",
01/05/2025,01/05/2025,FOODPANDA PK LAHORE 954681,"1,943.00",,
01/05/2025,01/05/2025,FOODPANDA PK LAHORE 760223,"1,303.00",,
01/05/2025,01/05/2025,CAREEM RIDE PK 40901,"590.00",,
01-May-2025,01-May-2025,DARAZ.PK ORDER 345935,"3,888.00",,
02/05/2025,02/05/2025,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/05/2025,02/05/2025,POS PURCHASE 9041 IMTIAZ SUPER MARKET LHR,"3,070.00",,
02/05/2025,02/05/2025,POS PURCHASE 9334 AL-FATAH STORE LHR,"4,927.00",,
02-May-2025,02-May-2025,CHEEZIOUS PK 683474,"670.00",,
02/05/2025,02/05/2025,CHEEZIOUS PK 490706,"2,976.00",,
02/05/2025,02/05/2025,CAREEM RIDE PK 93488,"812.00",,
02/05/2025,02/05/2025,DARAZ.PK ORDER 779833,"1,763.00",,
03-May-2025,03-May-2025,POS PURCHASE 3358 IMTIAZ SUPER MARKET LHR,"3,186.00",,
03/05/2025,03/05/2025,PIZZA HUT DHA LHR 753874,"763.00",,
03/05/2025,03/05/2025,CAREEM RIDE PK 56830,"909.00",,
03/05/2025,03/05/2025,DARAZ.PK ORDER 261369,"5,749.00",,
04-May-2025,04-May-2025,KFC GULBERG LHR 487068,"1,466.00",,
04/05/2025,04/05/2025,PIZZA HUT DHA LHR 299366,"1,050.00",,
04/05/2025,04/05/2025,CAREEM RIDE PK 88507,"330.00",,
05/05/2025,05/05/2025,NETFLIX.COM 8829,"1,499.00",,
05-May-2025,05-May-2025,POS PURCHASE 2020 HYPERSTAR LHR,"2,779.00",,
05/05/2025,05/05/2025,KFC GULBERG LHR 561488,"995.00",,
05/05/2025,05/05/2025,TOTAL PARCO LHR 8131,"4,031.00",,
05/05/2025,05/05/2025,DARAZ.PK ORDER 838359,"5,396.00",,
06-May-2025,06-May-2025,POS PURCHASE 3691 AL-FATAH STORE LHR,"6,990.00",,
06/05/2025,06/05/2025,POS PURCHASE 7702 AL-FATAH STORE LHR,"2,333.00",,
06/05/2025,06/05/2025,KFC GULBERG LHR 757934,"2,988.00",,
06/05/2025,06/05/2025,PIZZA HUT DHA LHR 405863,"588.00",,
06-May-2025,06-May-2025,CHEEZIOUS PK 773209,"1,981.00",,
06/05/2025,06/05/2025,PIZZA HUT DHA LHR 230113,"1,117.00",,
06/05/2025,06/05/2025,FOODPANDA PK LAHORE 451760,"2,108.00",,
